Plnt,ABC,CC Ind,MRP,Material,UM,SLoc,Bin,Unres Qty On Hand,  Last Count,Std Cst,Material description,MS,MS2
US53,C,X,TY6,332315-3000300320,EA,1000,,0.000,,815.00,"TUBE,SILICONE,30mm ID,3mm W,32cm L",RG,
US53,C,X,TY6,332315-3200250320,EA,1000,,0.000,,750.00,"TUBE,SILICONE,32.0mm ID,2.50mm W,32cm L",RG,
US53,C,X,TY6,332315-3200300320,EA,1000,,0.000,,843.75,"TUBE,SILICONE,32.0mm ID,3.00mm W,32cm L",RG,
US53,C,D,TY6,332316-0010,EA,1000,,0.000,04/17/2018,15.00,"MOCK ARTERY,SILICONE,EXTRUDE,A",OB,OB
US53,C,X,TY6,332316-0020,EA,1000,,0.000,,15.00,"MOCK ARTERY,SILICONE,EXTRUDE,B",OB,OB
US53,C,X,TY6,332316-0030,EA,1000,,0.000,,15.00,"MOCK ARTERY,SILICONE,EXTRUDE,C",RG,
US53,C,X,TY6,332317-0020,EA,1000,,0.000,,"75,004.92","SYSTEM,5900,400N,TRIAXIAL,230V",OB,OB
US53,C,X,TY6,332318-0010,EA,1000,,0.000,,"10,630.35","KIT,SENSOR,LASER MICROMETER,5900",DS,
US53,A,A,TY6,332318-0020,EA,1000,,0.000,09/25/2019,"9,599.55","KIT,SENSOR,LASER MICROMETER,5100",DS,OB
US53,B,X,TY6,332318-0030,EA,1000,,0.000,,"10,449.02","KIT,SENSOR,LASER MICROMETER,5200",RG,
US53,C,X,TY6,332319-0010,EA,1000,,0.000,,"1,008.48","OPTION,MACS BEND TOOLS,3.25mm RADIUS",RG,
US53,C,X,TY6,332319-0020,EA,1000,,0.000,,820.44,"OPTION,MACS BEND TOOLS,22mm RADIUS",RG,
US53,C,X,TY6,332319-0030,EA,1000,,0.000,,"1,016.64","OPTION,MACS BEND TOOLS,37mm RADIUS",RG,
US53,C,X,TY6,332319-0040,EA,1000,,0.000,,"1,032.84","OPTION,MACS BEND TOOLS,7.5mm RAD,PRELIM",CP,
US53,C,X,TY6,332319-0050,EA,1000,,0.000,,"1,032.84","OPTION,MACS BEND TOOLS,10mm RAD,PRELIM",CP,
US53,C,X,TY6,332319-0060,EA,1000,,0.000,,"1,032.84","OPTION,MACS BEND TOOLS,12.5mm RAD,PRELIM",CP,
US53,C,X,TY6,332319-0070,EA,1000,,0.000,,"1,032.84","OPTION,MACS BEND TOOLS,15mm RAD,PRELIM",CP,
US53,C,X,TY6,332319-0080,EA,1000,,0.000,,"1,032.84","OPTION,MACS BEND TOOLS,20mm RAD,PRELIM",CP,
US53,C,X,TY6,332319-0090,EA,1000,,0.000,,"1,032.84","OPTION,MACS BEND TOOLS,25mm RAD,PRELIM",CP,
US53,C,X,TY6,332319-0100,EA,1000,,0.000,,"1,032.84","OPTION,MACS BEND TOOLS,30mm RAD,PRELIM",CP,
US53,C,X,TY6,332320-0010,EA,1000,,0.000,,"5,277.09","KIT,SENSOR,PH,5900",OB,OB
US53,C,X,TY6,332321-0010,EA,1000,,0.000,,"6,042.09","KIT,SENSOR,02,5900",OB,OB
US53,C,X,TY6,332322-0010,EA,1000,,0.000,,"7,706.08","KIT,SENSOR,CO2,5900",OB,OB
US53,C,X,TY6,332323-0010,EA,1000,,0.000,,"12,599.31","KIT,SENSORS,PH,O2,CO2,5900",OB,OB
US53,C,X,TY6,332324-0020,EA,1000,,0.000,,"9,187.61","KIT,SENSOR,OPTICAL MICROMETER,5100",RG,
US53,C,X,TY6,332324-0030,EA,1000,,0.000,,"9,751.09","KIT,SENSOR,OPTICAL MICROMETER,5200",RG,
US53,C,B,TY6,332325-0010,EA,1000,V1-A,2.000,11/26/2024,934.75,"KIT,SENSOR,LOAD,MINI,M4 M,EXT CBL,22N",RG,
US53,C,X,TY6,332325-001S,EA,1000,,0.000,,934.75,"KIT,SENSOR,LOAD,MINI,M4 M,EXT CBL,22N,S",RG,
US53,C,C,TY6,332325-0020,EA,1000,SO1-D,0.000,03/03/2020,851.00,"KIT,SENSOR,LOAD,MINI,M4 M,EXT CBL,225N",RG,
US53,C,X,TY6,332326-0010,EA,1000,,0.000,,"3,009.18","KIT,SENSOR,LOAD/TORQ,4XM4,450N",RG,
US53,C,B,TY6,332327-0010,EA,RT01,,0.000,,"3,193.41","KIT,SENSOR,LOAD/TORQ,4X10-32,450N",RG,
US53,C,B,TY6,332327-0010,EA,1000,D5-C,0.000,07/13/2021,"3,193.41","KIT,SENSOR,LOAD/TORQ,4X10-32,450N",RG,
US53,C,X,TY6,332327-001S,EA,1000,A1-B,1.000,05/12/2023,"3,193.41","KIT,SENSOR,LOAD/TORQ,4X10-32,450N,S",RG,
US53,C,A,TY6,332329-0010,EA,1100,,0.000,,"1,152.17","KIT,SENSOR,LOAD,M16,1250N",RG,
US53,C,A,TY6,332329-0010,EA,3000,,0.000,,"1,152.17","KIT,SENSOR,LOAD,M16,1250N",RG,
US53,C,A,TY6,332329-0010,EA,1000,V1-A,2.000,11/06/2024,"1,152.17","KIT,SENSOR,LOAD,M16,1250N",RG,
US53,C,X,TY6,332329-001S,EA,1000,E5-AA,1.000,,"1,152.17","KIT,SENSOR,LOAD,M16,1250N,S",RG,
US53,C,D,TY6,332329-0020,EA,1000,C1-C,0.000,,975.52,"KIT,SENSOR,LOAD,M16,5kN",RG,
US53,C,C,TY6,332329-0030,EA,RT01,,0.000,,"1,111.52","KIT,SENSOR,LOAD,M16,12.5kN",RG,
US53,C,C,TY6,332329-0030,EA,1000,SO2-B,0.000,04/01/2020,"1,111.52","KIT,SENSOR,LOAD,M16,12.5kN",RG,
US53,C,X,TY6,332329-0040,EA,1000,C1-C,0.000,,"1,111.52","KIT,SENSOR,LOAD,M16,25kN",RG,
US53,C,D,TY6,332330-0010,EA,1000,C1-C,0.000,,976.72,"KIT,SENSOR,LOAD,5/8-18,2250N",RG,
US53,C,B,TY6,332330-0020,EA,1000,E4-AA,0.000,08/15/2023,"1,004.47","KIT,SENSOR,LOAD,5/8-18,3000N",RG,
US53,C,X,TY6,332330-002S,EA,1000,,0.000,,"1,004.47","KIT,SENSOR,LOAD,5/8-18,3000N,S",RG,
US53,C,X,TY6,332330-0030,EA,1000,C1-C,0.000,,944.40,"KIT,SENSOR,LOAD,5/8-18,5000LBS",RG,
US53,C,B,TY6,332330-0040,EA,RT01,,0.000,,"1,199.47","KIT,SENSOR,LOAD,5/8-18,1125N",RG,
US53,C,B,TY6,332330-0040,EA,1000,E4-AA,2.000,09/17/2024,"1,199.47","KIT,SENSOR,LOAD,5/8-18,1125N",RG,
US53,C,X,TY6,332330-004S,EA,1000,,0.000,,"1,199.47","KIT,SENSOR,LOAD,5/8-18,1125N,S",RG,
US53,C,X,TY6,332331-0010,EA,1000,,0.000,06/01/2017,"2,567.68","KIT,SENSOR,LOAD/TORQ,8XM6,1100N,S",RG,
US53,C,X,TY6,332331-001S,EA,1000,,0.000,,"2,567.68","KIT,SENSOR,LOAD/TORQ,8XM6,1100N,S",RG,
US53,C,X,TY6,332331-0020,EA,1000,,0.000,,"2,567.68","KIT,SENSOR,LOAD/TORQ,8XM6,2200N",RG,
US53,C,B,TY6,332331-0030,EA,1000,SO4-D,0.000,08/21/2019,"2,887.68","KIT,SENSOR,LOAD/TORQ,8XM6,7500N",RG,
US53,C,C,TY6,332331-0040,EA,1000,,0.000,,"2,159.68","KIT,SENSOR,LOAD/TORQ,8XM6,15kN",RG,
US53,C,X,TY6,332332-0010,EA,1000,,0.000,,"2,551.68","KIT,SENSOR,LOAD/TORQ,500LB,250IN-LB",RG,
US53,C,A,TY6,332332-0020,EA,1000,D6-C,0.000,04/11/2023,"2,709.18","KIT,SENSOR,LOAD/TORQ,8X1/4-28,3000N",RG,
US53,C,X,TY6,332332-0030,EA,1000,,0.000,,"1,925.91","KIT,SENSOR,LOAD/TORQ,8X1/4-28,12.5kN",CP,
US53,C,X,TY6,332333-0010,EA,1000,,0.000,,"3,716.17","KIT,SENSOR,LOAD,4X1/4-20,6-AXIS,2250kN",CP,
US53,C,X,TY6,332333-0020,EA,1000,,0.000,,"2,614.00","KIT,SENSOR,LOAD,4X1/4-20,3-AXIS,4500kN",CP,
US53,C,X,TY6,332334-0010,EA,1000,,0.000,,"5,638.55","KIT,SENSOR,LOAD,6-AXIS,8X5/16-18,5.6kN",CP,
US53,C,X,TY6,332334-0020,EA,1000,,0.000,,"4,972.55","KIT,SENSOR,LOAD,6-AXIS,8X5/16-18,11.1kN",CP,
US53,C,X,TY6,332336-0010,EA,1000,,0.000,,459.58,"KIT,UPGRADE,WINTEST,HD ONLY",RG,
US53,C,X,TY6,332336-0010,EA,RT01,,0.000,,459.58,"KIT,UPGRADE,WINTEST,HD ONLY",RG,
US53,A,A,TY8,332336-0020,EA,1000,A3-E,1.000,11/04/2024,"1,927.37","KIT,UPGRADE,WINTEST,PC,MONITOR",RG,
US53,C,X,TY6,332336-0030,EA,1000,,0.000,,434.52,"KIT,UPGRADE,WINTEST,HD,MONITOR,MEM",RG,
US53,C,X,TY6,332336-0040,EA,1000,,0.000,,305.33,"KIT,UPGRADE,WT,HD,MEM,INTIME",RG,
US53,C,X,TY6,332336-0050,EA,1000,A4-E,0.000,,"3,271.22","KIT,UPGRADE,WINTEST,PC,MONITOR,  3200II",RG,
US53,A,C,TY6,332338-0010,EA,1100,,0.000,,801.11,"KIT,SENSOR,PRESS,CATHETER,800mmHg",RG,
US53,A,C,TY6,332338-0010,EA,3000,,0.000,,801.11,"KIT,SENSOR,PRESS,CATHETER,800mmHg",RG,
US53,A,C,TY6,332338-0010,EA,1000,D2-D,0.000,03/08/2023,801.11,"KIT,SENSOR,PRESS,CATHETER,800mmHg",RG,
US53,C,X,TY6,332338-001S,EA,1000,,0.000,,801.11,"KIT,SENSOR,PRESS,CATHETER,800mmHg,S",RG,
US53,C,X,TY6,332339-0010,EA,1000,,0.000,,"3,172.26","KIT,SENSOR,PH,BIODYNAMIC",RG,
US53,C,X,TY6,332340-0010,EA,1000,,0.000,,"5,294.26","KIT,SENSOR,O2,BIODYNAMIC",RG,
US53,C,X,TY6,332341-0010,EA,1000,,0.000,,"8,424.26","KIT,SENSOR,CO2,BIODYNAMIC",RG,
US53,C,X,TY6,332342-0010,EA,1000,,0.000,,"16,568.56","KIT,SENSORS,PH,O2,CO2,BIODYNAMIC",RG,
US53,C,X,TY1,332343-0010,EA,1000,,0.000,,0.79,"ANTIBIOTIC,PEN/STREP/FEN,20mL",PP,FI
US53,C,X,TY6,332344-0010,EA,1000,,0.000,,689.90,"BEND TOOL,9mm RADIUS,8 SAMPLE",OB,OB
US53,C,X,TY6,332345-0010,EA,1000,,0.000,02/04/2020,672.02,"BEND TOOL,10mm RADIUS,8 SAMPLE",OB,OB
US53,C,X,TY1,332346-0010,EA,1000,,0.000,,825.00,"BEND TOOL,12.5mm RADIUS,8 SAMPLE,PRE",CP,
US53,C,X,TY6,332347-0010,EA,1000,,0.000,,690.17,"BEND TOOL,15mm RADIUS,8 SAMPLE",OB,OB
US53,C,X,TY6,332348-0010,EA,1000,,0.000,,888.71,"BEND TOOL,20mm RADIUS,8 SAMPLE",OB,OB
US53,C,X,TY6,332349-0010,EA,1000,,0.000,,739.85,"BEND TOOL,25mm RADIUS,8 SAMPLE",OB,OB
US53,C,X,TY1,332350-0010,EA,1000,,0.000,,825.00,"BEND TOOL,30mm RADIUS,8 SAMPLE,PRELIM",CP,
US53,C,X,TY6,332351-0010,EA,1000,,0.000,,625.10,"BEND TOOL,35mm RADIUS,8 SAMPLE",OB,OB
US53,C,X,TY1,332352-0010,EA,1000,,0.000,,825.00,"BEND TOOL,40mm RADIUS,8 SAMPLE,PRELIM",CP,
US53,C,X,TY6,332353-0010,EA,1000,,0.000,,746.27,"BEND TOOL,45mm RADIUS,8 SAMPLE",OB,OB
US53,C,X,TY1,332354-0010,EA,1000,,0.000,,875.00,"BEND TOOL,9mm RADIUS,12 SAMPLE,PRELIM",CP,
US53,C,X,TY1,332355-0010,EA,1000,,0.000,,875.00,"BEND TOOL,10mm RADIUS,12 SAMPLE,PRELIM",CP,
US53,C,X,TY1,332356-0010,EA,1000,,0.000,,875.00,"BEND TOOL,12.5mm RADIUS,12 SAMPLE,PRE",CP,
US53,C,X,TY1,332357-0010,EA,1000,,0.000,,875.00,"BEND TOOL,15mm RADIUS,12 SAMPLE,PRELIM",CP,
US53,C,X,TY6,332358-0010,EA,1000,,0.000,,"1,205.45","BEND TOOL,20mm RADIUS,12 SAMPLE",OB,OB
US53,C,X,TY6,332359-0010,EA,1000,,0.000,,990.43,"BEND TOOL,25mm RADIUS,12 SAMPLE",OB,OB
US53,C,X,TY1,332360-0010,EA,1000,,0.000,,875.00,"BEND TOOL,30mm RADIUS,12 SAMPLE,PRELIM",CP,
US53,C,X,TY1,332361-0010,EA,1000,,0.000,,875.00,"BEND TOOL,35mm RADIUS,12 SAMPLE,PRELIM",CP,
US53,C,X,TY1,332362-0010,EA,1000,,0.000,,875.00,"BEND TOOL,40mm RADIUS,12 SAMPLE,PRELIM",CP,
US53,C,X,TY1,332363-0010,EA,1000,,0.000,,875.00,"BEND TOOL,45mm RADIUS,12 SAMPLE,PRELIM",CP,
US53,C,B,TY6,332364-0010,EA,1000,,0.000,11/12/2020,"1,390.00","KIT,BELLOWS,WELDMENT,81.8mm ID,QTY 2",RG,
US53,C,X,TY6,332364-0020,EA,1000,,0.000,,695.00,"KIT,BELLOWS,WELDMENT,3.22IN ID,QTY 1",PP,
US53,C,B,TY6,332365-0010,EA,1000,V1-B,1.000,09/17/2024,"1,120.00","KIT,BELLOWS,WELDMENT,57.7mm ID,QTY 2",RG,
US53,C,X,TY6,332366-0010,EA,1000,,0.000,,"3,686.10","KIT,VIDEO EXT,3510,LED,200%ST,200FPS,PRE",RG,
US53,A,B,TY6,332368-0010,EA,3000,,1.000,,805.76,"GRIPS,T/C,10-32 THD,FLAT KNURLED FACES",RG,
US53,A,B,TY6,332368-0010,EA,RT01,,0.000,,805.76,"GRIPS,T/C,10-32 THD,FLAT KNURLED FACES",RG,
US53,A,B,TY6,332368-0010,EA,1000,V2-A,0.000,09/17/2024,805.76,"GRIPS,T/C,10-32 THD,FLAT KNURLED FACES",RG,
US53,C,X,TY6,332368-0020,EA,3000,,0.000,,"1,045.76","GRIPS,T/C,10-32 THD,V-CUT,2-6mm DIA",RG,
US53,C,X,TY6,332368-0020,EA,1000,K43-G,1.000,,"1,045.76","GRIPS,T/C,10-32 THD,V-CUT,2-6mm DIA",RG,
US53,B,X,TY6,332368-0030,EA,3000,,0.000,,"1,155.41","GRIPS,T/C,10-32 THD,COMBINATION FACES",RG,
US53,B,X,TY6,332368-0030,EA,1000,I1-A,1.000,08/05/2016,"1,155.41","GRIPS,T/C,10-32 THD,COMBINATION FACES",RG,
US53,A,A,TY6,332369-0010,EA,1100,,0.000,,"1,207.24","GRIPS,T/C DMA,10-32 THD,KNURLED FACES",RG,
US53,A,A,TY6,332369-0010,EA,3000,,0.000,,"1,207.24","GRIPS,T/C DMA,10-32 THD,KNURLED FACES",RG,
US53,A,A,TY6,332369-0010,EA,1000,V2-A,1.000,11/04/2024,"1,207.24","GRIPS,T/C DMA,10-32 THD,KNURLED FACES",RG,
US53,A,X,TY6,332370-0010,EA,1000,J3-D,1.000,,"8,453.70","GRIPS,THERMOELECTRIC,10-32 THD",RG,
US53,C,X,TY1,332370-0011,EA,1000,,0.000,,0.01,"GRIPS,THERMOELECTRIC,10-32 THD,ASSY 1",DS,
US53,C,X,TY1,332370-0012,EA,1000,,0.000,,0.01,"GRIPS,THERMOELECTRIC,10-32 THD,ASSY 2",DS,
US53,C,X,TY1,332370-0013,EA,1000,,0.000,,0.01,"GRIPS,THERMOELECTRIC,10-32 THD,ASSY 3",DS,
US53,C,X,TY1,332370-0014,EA,1000,,0.000,,0.01,"GRIPS,THERMOELECTRIC,10-32 THD,ASSY 3",DS,
US53,C,B,TY6,332371-0010,EA,3000,,1.000,,306.09,"COMPRESSION PLATENS,10-32 THD,25mm DIA",RG,
US53,C,B,TY6,332371-0010,EA,RT01,,0.000,,306.09,"COMPRESSION PLATENS,10-32 THD,25mm DIA",RG,
US53,C,B,TY6,332371-0010,EA,1000,I1-B,1.000,09/16/2024,306.09,"COMPRESSION PLATENS,10-32 THD,25mm DIA",RG,
US53,C,C,TY6,332371-0020,EA,3000,,0.000,,471.99,"COMPRESSION PLATENS,10-32 THD,50mm DIA",RG,
US53,C,C,TY6,332371-0020,EA,RT01,,0.000,,471.99,"COMPRESSION PLATENS,10-32 THD,50mm DIA",RG,
US53,C,C,TY6,332371-0020,EA,1000,I3-B,0.000,02/16/2024,471.99,"COMPRESSION PLATENS,10-32 THD,50mm DIA",RG,
US53,C,X,TY6,332372-0010,EA,1000,,0.000,,"1,592.31","FIXTURE,10-32 THD,3PT BEND,10-100mm SPAN",RG,
US53,C,X,TY6,332372-0020,EA,1000,,0.000,,"2,772.03","FIXTURE,10-32 THD,3/4PT BEND,10-100mm LS",RG,
US53,C,A,TY6,332372-0030,EA,3000,,0.000,,"1,244.92","BEND ASSY,3PT,10-100mm SPAN,2&4mm,SST PT",RG,
US53,C,A,TY6,332372-0030,EA,1000,I1-A,0.000,01/24/2024,"1,244.92","BEND ASSY,3PT,10-100mm SPAN,2&4mm,SST PT",RG,
US53,A,A,TY6,332372-0040,EA,3000,,0.000,,"2,239.70","BEND ASSY,3&4PT,10-100mm SPN,2&4mmSST PT",RG,
US53,A,A,TY6,332372-0040,EA,1000,K31-C1,1.000,11/06/2024,"2,239.70","BEND ASSY,3&4PT,10-100mm SPN,2&4mmSST PT",RG,
US53,C,X,TY1,332373-0010,EA,1000,,0.000,,"4,057.00","GRIPS,HOOK,PLANAR BIAXIAL,40-50mm,PRELIM",CP,
US53,A,A,TY8,332374-0010,EA,1000,,0.000,06/27/2017,"31,713.61","SYSTEM,200N LM1 PLANAR,4MOTOR,120V",RG,
US53,A,X,TY6,332374-0020,EA,1000,,0.000,06/18/2018,"31,969.85","SYSTEM,200N LM1 PLANAR,4MOTOR,230V",RG,
US53,B,B,TY6,332375-0010,EA,1000,,0.000,11/20/2018,"2,825.01","KIT,VIDEO EXT,LED LIGHT,TESTBENCH MNT",RG,
US53,A,B,TY6,332376-0010,EA,1000,,0.000,,"7,439.88","KIT,BATH,ARMS,PLANAR BIAXIAL,120V",RG,
US53,A,B,TY6,332376-0010,EA,3000,,0.000,,"7,439.88","KIT,BATH,ARMS,PLANAR BIAXIAL,120V",RG,
US53,B,B,TY6,332376-0020,EA,1000,,0.000,02/12/2021,"7,346.72","KIT,BATH,ARMS,PLANAR BIAXIAL,230V",RG,
US53,C,X,TY1,332376-0030,EA,1000,,0.000,,"5,685.42","KIT,BATH,ARMS,TB,NO HEATER,120V",CP,
US53,B,X,TY6,332381-0010,EA,1000,,0.000,,"12,464.27","UPGRADE,TORSION,3200,5.6N-m",RG,
US53,C,A,TY6,332382-0010,EA,1000,,0.000,02/12/2021,"12,706.20","UPGRADE,TORSION,LM1 TB,5.6N-m",RG,
US53,C,X,TY6,332383-0010,EA,1000,,0.000,,"20,416.70","UPGRADE,TORSION,3300,24N-m",RG,
US53,C,X,TY1,332383-0020,EA,1000,,0.000,,"25,508.14","UPGRADE,TORSION,3300,24N-m,MOD POWER",PP,
US53,C,X,TY6,332384-0010,EA,1000,,0.000,12/28/2016,"20,820.99","UPGRADE,TORSION,3510,49N-m",RG,
US53,C,X,TY1,332385-0010,EA,1000,,0.000,,"17,161.61","UPGRADE,TORSION,3520,49N-m,PRELIM",CP,
US53,C,X,TY1,332385-0020,EA,1000,,0.000,,"17,161.61","UPGRADE,TORSION,3550,49N-m,PRELIM",CP,
US53,C,X,TY1,332385-0040,EA,1000,,0.000,,"27,247.54","UPGRADE,TORSION,3550,70N-m",RG,
US53,C,X,TY1,332386-0010,EA,1000,,0.000,,"15,471.25","UPGRADE,TORSION,5115,2.8N-m,PRELIM",CP,
US53,C,A,TY6,332387-0010,EA,1000,,0.000,,"21,072.61","SYSTEM,200N,LM1 PLANAR,2MOTOR,120V",RG,
US53,A,X,TY8,332387-0020,EA,1000,,0.000,,"21,102.06","SYSTEM,200N,LM1 PLANAR,2MOTOR,230V",RG,
US53,C,X,TY6,332388-0010,EA,1000,,0.000,,"2,882.03","KIT,BEND,3.4PT,100mm L-SP,40mm U-SP,TI",DS,
US53,A,X,TY8,332389-0010,EA,1000,,0.000,11/14/2018,"16,242.30","SYSTEM,LM1 TB,200N,4X2 PCI,120V",RG,
US53,B,A,TY8,332389-0020,EA,1000,,0.000,11/09/2020,"16,271.75","SYSTEM,LM1 TB,200N,4X2 PCI,230V",RG,
US53,C,X,TY6,332389-0030,EA,1000,,0.000,,"17,294.30","SYSTEM,LM1 TB,200N,8X2 PCI,120V",DS,DS
US53,C,X,TY6,332389-0040,EA,1000,,0.000,,"17,323.75","SYSTEM,LM1 TB,200N,8X2 PCI,230V",DS,DS
US53,C,X,TY6,332390-0010,EA,1000,,0.000,,"17,307.63","SYSTEM,LM1 TB,400N,4X2 PCI,120V",RG,
US53,C,X,TY6,332390-0020,EA,1000,,0.000,08/01/2018,"17,337.08","SYSTEM,LM1 TB,400N,4X2 PCI,230V",RG,
US53,C,X,TY6,332390-0030,EA,1000,,0.000,,"18,359.63","SYSTEM,LM1 TB,400N,8X2 PCI,120V",DS,DS
US53,C,X,TY6,332390-0040,EA,1000,,0.000,,"18,389.08","SYSTEM,LM1 TB,400N,8X2 PCI,230V",DS,DS
US53,C,X,TY6,332391-0010,EA,1000,,0.000,,"28,079.09","SYSTEM,LM1TB-AT,200N/5.64NM,4X2 PCI,120V",RG,
US53,C,X,TY6,332391-0020,EA,1000,,0.000,,"28,104.24","SYSTEM,LM1TB-AT,200N/5.64NM,4X2 PCI,230V",RG,
US53,C,X,TY6,332391-0030,EA,1000,,0.000,,"29,131.09","SYSTEM,LM1TB-AT,200N/5.64NM,8X2 PCI,120V",DS,DS
US53,C,X,TY6,332391-0040,EA,1000,,0.000,,"29,156.24","SYSTEM,LM1TB-AT,200N/5.64NM,8X2 PCI,230V",DS,DS
US53,C,X,TY6,332392-0010,EA,1000,,0.000,,"29,152.92","SYSTEM,LM1TB-AT,400N/5.64NM,4X2 PCI,120V",RG,
US53,C,X,TY8,332392-0020,EA,1000,,0.000,,"29,178.07","SYSTEM,LM1TB-AT,400N/5.64NM,4X2 PCI,230V",RG,
US53,C,X,TY6,332392-0030,EA,1000,,0.000,,"30,204.92","SYSTEM,LM1TB-AT,400N/5.64NM,8X2 PCI,120V",DS,DS
US53,C,X,TY6,332392-0040,EA,1000,,0.000,,"30,230.07","SYSTEM,LM1TB-AT,400N/5.64NM,8X2 PCI,230V",DS,DS
US53,C,X,TY6,332393-0010,EA,1000,,0.000,,"7,629.13","KIT,LM1 POWERHEAD ADD-ON,200N,120V",RG,
US53,C,X,TY6,332393-0020,EA,1000,,0.000,,"7,629.13","KIT,LM1 POWERHEAD ADD-ON,200N,230V",RG,
US53,C,X,TY6,332394-0010,EA,1000,,0.000,,"8,712.93","KIT,LM1 POWERHEAD ADD-ON,400N,120V",RG,
US53,B,A,TY6,332394-0020,EA,1000,,0.000,12/28/2017,"8,708.63","KIT,LM1 POWERHEAD ADD-ON,400N,230V",RG,
US53,C,X,TY6,332395-0010,EA,1000,,0.000,,"27,530.07","SYSTEM,LM1 TB,400N/5.64 N-m,INDEP,120V",DS,DS
US53,C,X,TY6,332397-0010,EA,1000,,0.000,,"5,852.92","KIT,CHAMBER,ACC,BD,ORTHO,LM1 TB,PUMP",RG,
US53,C,X,TY6,332397-0020,EA,1000,,0.000,,"2,907.42","KIT,CHAMBER,ACC,BD,ORTHO,LM1 TB,NO PUMP",RG,
US53,C,X,TY6,332398-0010,EA,1000,,0.000,,593.30,"KIT,BIODYNAMIC CHAMBER ON LM1 TB",RG,
US53,C,X,TY6,332399-0010,EA,1000,,0.000,,"27,120.91","CHBR,MULTI,OFFAXIS P,LM1 TB,120V",OB,OB
US53,C,X,TY6,332400-0010,EA,1000,,0.000,,"22,801.50","KIT,REFERENCE,LM2 TESTBENCH",CP,
US53,C,X,TY1,332401-0010,EA,1000,,0.000,,"26,816.41","SYSTEM,LM2 TB,4x2 PCI,PRELIM",OB,OB
US53,C,X,TY1,332401-0020,EA,1000,,0.000,,"27,679.99","SYSTEM,LM2 TB,8x2 PCI,PRELIM",OB,OB
US53,C,X,TY1,332402-0010,EA,1000,D4-F,0.000,,"1,797.00","PLATE,T-SLOT BASE,3300 AXIAL",RG,
US53,C,X,TY6,332404-0010,EA,1000,,0.000,,"4,155.00","KIT,AXIAL WEDGE GRIP ASSY,3330",DS,
US53,C,D,TY1,332405-0010,EA,1100,,0.000,,274.50,"FLANGE,AXIAL,GRIP,3330",RG,
US53,C,D,TY1,332405-0010,EA,1000,K11-C3,0.000,05/25/2023,274.50,"FLANGE,AXIAL,GRIP,3330",RG,
US53,C,X,TY6,332408-0010,EA,1000,,0.000,,"1,579.00","KIT,UPGRADE,3220 II",RG,
US53,C,X,TY6,332409-0010,EA,1000,,0.000,,"3,522.12","KIT,UPGRADE,3230 II",RG,
US53,C,A,TY6,332410-0010,EA,3000,,0.000,,"3,964.45","KIT,ADDTL 8 DATACQ CHANNELS",RG,
US53,C,A,TY6,332410-0010,EA,1000,B4-C,0.000,06/10/2024,"3,964.45","KIT,ADDTL 8 DATACQ CHANNELS",RG,
US53,C,X,TY1,332411-0010,EA,1000,,0.000,,96.91,"SHAFT,ADJUSTING",RG,
US53,C,C,TY1,332412-0010,EA,1000,K33-B2,5.000,12/10/2024,328.25,"SHAFT ASSY,SENSOR MOUNT",RG,
US53,C,B,TY1,332413-0010,EA,1000,K5-E4,153.000,11/26/2024,28.59,"NUT,ADJUSTING",RG,
US53,A,A,TY1,332414-0010,EA,1100,,0.000,,"2,651.46","FIXTURE ASSY,12 SPEC,3200/3300",RG,
US53,A,A,TY1,332414-0010,EA,1000,F2-C,2.000,11/06/2024,"2,651.46","FIXTURE ASSY,12 SPEC,3200/3300",RG,
US53,C,X,TY6,332415-0010,EA,1000,,0.000,,"3,475.97","FIXTURE ASSY,12 SPEC,15DEG,3200/3300",RG,
US53,C,X,TY6,332416-0010,EA,1000,,0.000,,"4,689.75","FIXTURE ASSY,12 SPEC,3200",RG,
US53,C,X,TY6,332417-0010,EA,1000,,0.000,,"13,618.15","FIXTURE,12-SPEC,MSF,6.25BATH,27.5CL,15D",RG,
US53,C,X,TY6,332418-0010,EA,1000,,0.000,,"14,831.93","MSF ASSY,12-SPEC,3200,27.5 CLM,120V",RG,
US53,C,X,TY6,332418-0020,EA,1000,,0.000,,"14,738.77","MSF ASSY,12-SPEC,3200,27.5 CLM,230V",RG,
US53,C,X,TY1,332420-0010,EA,1000,D1-H,0.000,,8.37,"CONN,AC POWER,AUSTRAILIA,10A",RG,
US53,C,X,TY6,332422-0010,EA,1000,,0.000,,"13,724.11","MSF ASSY,12-SPEC,3200,6.25IN,120V",RG,
US53,C,D,TY1,332423-0010,EA,3000,,0.000,,13.43,"CABLE ASSY,POWER,CHINA,16A,C19,2.5m",RG,
US53,C,D,TY1,332423-0010,EA,1000,K29-E,6.000,05/26/2023,13.43,"CABLE ASSY,POWER,CHINA,16A,C19,2.5m",RG,
US53,C,X,TY6,332424-0010,EA,1000,,0.000,,"5,690.01","KIT,ELECTRONICS,9110",RG,
US53,C,X,TY6,332425-0010,EA,1000,,0.000,,"25,117.51","SYSTEM,9110-12,120V",RG,
US53,C,X,TY6,332425-0020,EA,1000,,0.000,,"24,985.59","SYSTEM,9110-12,230V",RG,
US53,A,X,TY6,332426-0010,EA,1000,,0.000,,"35,815.50","SYSTEM,9110-12,MPC,120V",RG,
